document,sentiment
"Gosling creates a staggeringly compelling character , a young man whose sharp intellect is at the very root of his contradictory , self-hating , self-destructive ways .",pos
A captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age .,pos
The entire movie is in need of a scented bath .,neg
"This movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment .",neg
"... unlike -LRB- Scorsese 's Mean Streets -RRB- , Ash Wednesday is essentially devoid of interesting characters or even a halfway intriguing plot .",neg
"Delia , Greta , and Paula rank as three of the most multilayered and sympathetic female characters of the year .",pos
It 's not just the vampires that are damned in Queen of the Damned -- the viewers will feel they suffer the same fate .,neg
Happily stays close to the ground in a spare and simple manner and does n't pummel us with phony imagery or music .,pos
One of the worst films of 2002 .,neg
The film offers an intriguing what-if premise .,pos
Completely awful Iranian drama ... as much fun as a grouchy ayatollah in a cold mosque .,neg
"Of all the Halloween 's , this is the most visually unappealing .",neg
"Great performances , stylish cinematography and a gritty feel help make Gangster No. 1 a worthwhile moviegoing experience .",pos
One of the year 's most weirdly engaging and unpredictable character pieces .,pos
What you expect is just what you get ... assuming the bar of expectations has n't been raised above sixth-grade height .,neg
"This would-be ` James Bond for the Extreme Generation ' pic is one big , dumb action movie .",neg
One of the most important and exhilarating forms of animated filmmaking since old Walt doodled Steamboat Willie .,pos
"A sensitive , moving , brilliantly constructed work .",pos
"A chilly , remote , emotionally distant piece ... so dull that its tagline should be : ` In space , no one can hear you snore . '",neg
"A particularly joyless , and exceedingly dull , period coming-of-age tale .",neg
The universal theme of becoming a better person through love has never been filmed more irresistibly than in ` Baran . ',pos
"A shame that Stealing Harvard is too busy getting in its own way to be anything but frustrating , boring , and forgettable .",neg
"This is a movie full of grace and , ultimately , hope .",pos
"Holofcener rejects patent solutions to dramatize life 's messiness from inside out , in all its strange quirks .",pos
"An Inuit masterpiece that will give you goosebumps as its uncanny tale of love , communal discord , and justice unfolds .",pos
But the movie that does n't really deliver for country music fans or for family audiences,neg
"A movie that both thrills the eye and , in its over-the-top way , touches the heart .",pos
"The art direction is often exquisite , and the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack .",pos
"Despite the fact that this film was n't as bad as I thought it was going to be , it 's still not a good movie",neg
"The artwork is spectacular and unlike most animaton from Japan , the characters move with grace and panache .",pos
Bad movie .,neg
"With the cheesiest monsters this side of a horror spoof , which They is n't , it is more likely to induce sleep than fright .",neg
The cumulative effect of watching this 65-minute trifle is rather like being trapped while some weird relative trots out the video he took of the family vacation to Stonehenge .,neg
"If you 're the kind of parent who enjoys intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could never fix , I have just one word for you - -- Decasia",neg
"Bread , My Sweet has so many flaws it would be easy for critics to shred it .",neg
A beautifully tooled action thriller about love and terrorism in Korea .,pos
"A fresh-faced , big-hearted and frequently funny thrill ride for the kiddies , with enough eye candy and cheeky wit to keep parents away from the concession stand . '",pos
Consummate actor Barry has done excellent work here .,pos
Nolan proves that he can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure .,pos
"The secrets of time travel will have been discovered , indulged in and rejected as boring before I see this piece of crap again .",neg
We do n't get paid enough to sit through crap like this .,neg
Serious and thoughtful .,pos
Skip this turd and pick your nose instead because you 're sure to get more out of the latter experience .,neg
"It 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing .",pos
"As a director , Eastwood is off his game -- there 's no real sense of suspense , and none of the plot ` surprises ' are really surprising .",neg
"Boisterous , heartfelt comedy .",pos
"Not only a coming-of-age story and cautionary parable , but also a perfectly rendered period piece .",pos
Where 's the movie here ?,neg
"Thanks to confident filmmaking and a pair of fascinating performances , the way to that destination is a really special walk in the woods .",pos
"Before long , you 're desperate for the evening to end .",neg
"A colorful , vibrant introduction to a universal human impulse , lushly photographed and beautifully recorded .",pos
The riveting performances by the incredibly flexible cast make Love a joy to behold .,pos
"The whole thing feels like a ruse , a tactic to cover up the fact that the picture is constructed around a core of flimsy -- or , worse yet , nonexistent -- ideas .",neg
Features what is surely the funniest and most accurate depiction of writer 's block ever .,pos
"... Stylistically , the movie is a disaster .",neg
It appears as if even the filmmakers did n't know what kind of movie they were making .,neg
"The increasingly diverse French director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .",pos
"The film is all over the place , really .",neg
Filmmaker Tian Zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,pos
"A lot of fun , with an undeniable energy sparked by two actresses in their 50s working at the peak of their powers .",pos
There is nothing redeeming about this movie .,neg
"The year 2002 has conjured up more coming-of-age stories than seem possible , but Take Care of My Cat emerges as the very best of them .",pos
Excellent performances from Jacqueline Bisset and Martha Plimpton grace this deeply touching melodrama .,pos
"When you find yourself rooting for the monsters in a horror movie , you know the picture is in trouble .",neg
A peculiar misfire that even Tunney ca n't save .,neg
"The strength of the film comes not from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting .",pos
"Best of all is Garcia , who perfectly portrays the desperation of a very insecure man .",pos
"Unfortunately , the experience of actually watching the movie is less compelling than the circumstances of its making .",neg
"It 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one .",neg
Viewers will need all the luck they can muster just figuring out who 's who in this pretentious mess .,neg
"... a gleefully grungy , hilariously wicked black comedy ...",pos
You have to see it .,pos
"Slap me , I saw this movie .",neg
Greg Kinnear gives a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior .,pos
It 's an 88-minute highlight reel that 's 86 minutes too long .,neg
It works its magic with such exuberance and passion that the film 's length becomes a part of its fun .,pos
"Just about the best straight-up , old-school horror film of the last 15 years .",pos
This is one of the outstanding thrillers of recent years .,pos
"Maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .",pos
"If `` Lilo & Stitch '' is n't the most edgy piece of Disney animation to hit the silver screen , then this first film to use a watercolor background since `` Dumbo '' certainly ranks as the most original in years .",pos
The best animated feature to hit theaters since Beauty and the Beast 11 years ago .,pos
"It 's packed with adventure and a worthwhile environmental message , so it 's great for the kids .",pos
"... is funny in the way that makes you ache with sadness -LRB- the way Chekhov is funny -RRB- , profound without ever being self-important , warm without ever succumbing to sentimentality .",pos
"A witty , low-key romantic comedy .",pos
"... even if you 've never heard of Chaplin , you 'll still be glued to the screen .",pos
"A stylish but steady , and ultimately very satisfying , piece of character-driven storytelling .",pos
"It 's something of the ultimate Scorsese film , with all the stomach-turning violence , colorful New York gang lore and other hallmarks of his personal cinema painted on their largest-ever historical canvas .",pos
Too bad none of it is funny .,neg
"A muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms .",neg
Surprisingly powerful and universal .,pos
A film in a class with Spike Lee 's masterful Do The Right Thing .,pos
Speaks eloquently about the symbiotic relationship between art and life .,pos
"An eloquent , reflective and beautifully acted meditation on both the profoundly devastating events of one year ago and the slow , painful healing process that has followed in their wake .",pos
Both lead performances are Oscar-size .,pos
It is n't quite one of the worst movies of the year .,neg
A film about female friendship that men can embrace and women will talk about for hours .,pos
"A powerful and telling story that examines forbidden love , racial tension , and other issues that are as valid today as they were in the 1950s .",pos
"Sunk by way too much indulgence of scene-chewing , teeth-gnashing actorliness .",neg
Kirshner and Monroe seem to be in a contest to see who can out-bad-act the other .,neg
Makes 98 minutes feel like three hours .,neg
"This is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness .",neg
"Much of it comes from the brave , uninhibited performances by its lead actors .",pos
One-of-a-kind near-masterpiece .,pos
Noyce has worked wonders with the material .,pos
"... if you , like me , think an action film disguised as a war tribute is disgusting to begin with , then you 're in for a painful ride .",neg
"Here is a divine monument to a single man 's struggle to regain his life , his dignity and his music .",pos
"Uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .",pos
A minor film with major pleasures from Portuguese master Manoel de Oliviera ...,pos
"More concerned with overall feelings , broader ideas , and open-ended questions than concrete story and definitive answers , Soderbergh 's Solaris is a gorgeous and deceptively minimalist cinematic tone poem .",pos
"Poignant and moving , A Walk to Remember is an inspirational love story , capturing the innocence and idealism of that first encounter .",pos
"Executed with such gentle but insistent sincerity , with such good humor and appreciation of the daily grind that only the most hardhearted Scrooge could fail to respond .",pos
It is also beautifully acted .,pos
There 's already been too many of these films ...,neg
An emotionally strong and politically potent piece of cinema .,pos
This is just lazy writing .,neg
"A work of extraordinary journalism , but it is also a work of deft and subtle poetry .",pos
"Not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time .",pos
"The film is small in scope , yet perfectly formed .",pos
"... a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels .",pos
Sensitive ensemble performances and good period reconstruction add up to a moving tragedy with some buoyant human moments .,pos
"Whatever one makes of its political edge , this is beautiful filmmaking from one of French cinema 's master craftsmen .",pos
It is refreshingly undogmatic about its characters .,pos
"Steers , in his feature film debut , has created a brilliant motion picture .",pos
"Astonishing is n't the word -- neither is incompetent , incoherent or just plain crap .",neg
"The film just might turn on many people to opera , in general , an art form at once visceral and spiritual , wonderfully vulgar and sublimely lofty -- and as emotionally grand as life .",pos
It turns out to be smarter and more diabolical than you could have guessed at the beginning .,pos
"Like Edward Norton in American History X , Ryan Gosling -LRB- Murder By Numbers -RRB- delivers a magnetic performance .",pos
A remarkable film by Bernard Rose .,pos
What should have been a cutting Hollywood satire is instead about as fresh as last week 's issue of Variety .,neg
The performances are an absolute joy .,pos
"Fast-paced and wonderfully edited , the film is extremely thorough .",pos
It 's hard to imagine acting that could be any flatter .,neg
"Thanks to a small star with big heart , this family film sequel is plenty of fun for all .",pos
A moving and important film .,pos
Hartley adds enough quirky and satirical touches in the screenplay to keep the film entertaining .,pos
"A delightful surprise because despite all the backstage drama , this is a movie that tells stories that work -- is charming , is moving , is funny and looks professional .",pos
A fascinating literary mystery story with multiple strands about the controversy of who really wrote Shakespeare 's plays .,pos
The only thing to fear about `` Fear Dot Com '' is hitting your head on the theater seat in front of you when you doze off thirty minutes into the film .,neg
"All the Queen 's Men is a throwback war movie that fails on so many levels , it should pay reparations to viewers .",neg
"This is a stunning film , a one-of-a-kind tour de force .",pos
"This is DiCaprio 's best performance in anything ever , and easily the most watchable film of the year .",pos
"It 's a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today .",pos
"No big whoop , nothing new to see , zero thrills , too many flashbacks and a choppy ending make for a bad film .",neg
A dreary movie .,neg
"Mike White 's deft combination of serious subject matter and dark , funny humor make `` The Good Girl '' a film worth watching .",pos
"Wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .",neg
"Time literally stops on a dime in the tries-so-hard-to-be-cool `` Clockstoppers , '' but that does n't mean it still wo n't feel like the longest 90 minutes of your movie-going life .",neg
The performances are remarkable .,pos
"Spectacularly beautiful , not to mention mysterious , sensual , emotionally intense , and replete with virtuoso throat-singing .",pos
An artsploitation movie with too much exploitation and too little art .,neg
This thing is just garbage .,neg
"`` Sorority Boys '' was funnier , and that movie was pretty bad .",neg
"Overall , it 's a very entertaining , thought-provoking film with a simple message : God is love .",pos
"Hugh Grant , who has a good line in charm , has never been more charming than in About a Boy .",pos
"Director Lee has a true cinematic knack , but it 's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .",pos
Easily the most thoughtful fictional examination of the root causes of anti-Semitism ever seen on screen .,pos
"This makes Minority Report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .",pos
"Not counting a few gross-out comedies I 've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .",neg
"Very much a home video , and so devoid of artifice and purpose that it appears not to have been edited at all .",neg
"A thoroughly engaging , surprisingly touching British comedy .",pos
-LRB- Ferrera -RRB- has the charisma of a young woman who knows how to hold the screen .,pos
"Mr. Deeds is , as comedy goes , very silly -- and in the best way .",pos
"After seeing the film , I can tell you that there 's no other reason why anyone should bother remembering it .",neg
An effortlessly accomplished and richly resonant work .,pos
Peppered with witty dialogue and inventive moments .,pos
"Sheridan is painfully bad , a fourth-rate Jim Carrey who does n't understand the difference between dumb fun and just plain dumb .",neg
"Armed with a game supporting cast , from the pitch-perfect Forster to the always hilarious Meara and Levy , Like Mike shoots and scores , doing its namesake proud .",pos
It 's so badly made on every level that I 'm actually having a hard time believing people were paid to make it .,neg
"Beautifully shot against the frozen winter landscapes of Grenoble and Geneva , the film unfolds with all the mounting tension of an expert thriller , until the tragedy beneath it all gradually reveals itself .",pos
There are many definitions of ` time waster ' but this movie must surely be one of them .,neg
Ferrara 's strongest and most touching movie of recent years .,pos
"An interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama .",pos
"An uplifting , near-masterpiece .",pos
"The movie 's plot is almost entirely witless and inane , carrying every gag two or three times beyond its limit to sustain a laugh .",neg
Brings an irresistible blend of warmth and humor and a consistent embracing humanity in the face of life 's harshness .,pos
"A breathtaking adventure for all ages , Spirit tells its poignant and uplifting story in a stunning fusion of music and images .",pos
The film 's intimate camera work and searing performances pull us deep into the girls ' confusion and pain as they struggle tragically to comprehend the chasm of knowledge that 's opened between them .,pos
The large-format film is well suited to capture these musicians in full regalia and the incredible IMAX sound system lets you feel the beat down to your toes .,pos
"As the movie traces Mr. Brown 's athletic exploits , it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times .",pos
"Brash , intelligent and erotically perplexing , Haneke 's portrait of an upper class Austrian society and the suppression of its tucked away demons is uniquely felt with a sardonic jolt .",pos
This thing works on no level whatsoever for me .,neg
"The movie is so resolutely cobbled together out of older movies that it even uses a totally unnecessary prologue , just because it seems obligatory .",neg
A moving and solidly entertaining comedy\/drama that should bolster director and co-writer,pos
One of the worst movies of the year .,neg
"Like blended shades of lipstick , these components combine into one terrific story with lots of laughs .",pos
"Instead of making his own style , director Marcus Adams just copies from various sources -- good sources , bad mixture",neg
An extraordinary dramatic experience .,pos
One of the most genuinely sweet films to come along in quite some time .,pos
Why spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,neg
"A summary of the plot does n't quite do justice to the awfulness of the movie , for that comes through all too painfully in the execution .",neg
"We assume he had a bad run in the market or a costly divorce , because there is no earthly reason other than money why this distinguished actor would stoop so low .",neg
"Blessed with a searing lead performance by Ryan Gosling -LRB- Murder by Numbers -RRB- , the movie is powerful and provocative .",pos
"Last Orders nurtures the multi-layers of its characters , allowing us to remember that life 's ultimately a gamble and last orders are to be embraced .",pos
An immensely entertaining look at some of the unsung heroes of 20th century pop music .,pos
"... a complete shambles of a movie so sloppy , so uneven , so damn unpleasant that I ca n't believe any viewer , young or old , would have a good time here .",neg
"Nair 's attention to detail creates an impeccable sense of place , while Thurman and Lewis give what can easily be considered career-best performances .",pos
It 's a bad action movie because there 's no rooting interest and the spectacle is grotesque and boring .,neg
"It 's all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect .",pos
Guilty of the worst sin of attributable to a movie like this : it 's not scary in the slightest .,neg
"too many scenarios in which the hero might have an opportunity to triumphantly sermonize , and too few that allow us to wonder for ourselves if things will turn out okay .",neg
The original was n't a good movie but this remake makes it look like a masterpiece !,neg
"An exceptionally acted , quietly affecting cop drama .",pos
"The ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .",pos
A well-executed spy-thriller .,pos
"Everyone 's insecure in Lovely and Amazing , a poignant and wryly amusing film about mothers , daughters and their relationships .",pos
"A sexy , surprising romance ... Idemoto and Kim make a gorgeous pair ... their scenes brim with sexual possibility and emotional danger .",pos
"Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions .",pos
Nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .,pos
Maid in Manhattan proves that it 's easier to change the sheets than to change hackneyed concepts when it comes to dreaming up romantic comedies .,neg
"The best didacticism is one carried by a strong sense of humanism , and Bertrand Tavernier 's oft-brilliant Safe Conduct -LRB- `` Laissez-passer '' -RRB- wears its heart on its sleeve .",pos
"This is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .",pos
"Godard has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .",pos
"Witty and often surprising , a dark little morality tale disguised as a romantic comedy .",pos
"Better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of Jonathan Swift .",pos
"Solaris is rigid and evasive in ways that Soderbergh 's best films , `` Erin Brockovich , '' `` Out of Sight '' and `` Ocean 's Eleven , '' never were .",pos
"The documentary is much too conventional -- lots of boring talking heads , etc. -- to do the subject matter justice .",neg
Superbly photographed and staged by Mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen .,pos
"As a vehicle to savour Binoche 's skill , the film is well worthwhile .",pos
Most of the movie is so deadly dull that watching the proverbial paint dry would be a welcome improvement .,neg
The film is bright and flashy in all the right ways .,pos
"The actors improvise and scream their way around this movie directionless , lacking any of the rollicking dark humor so necessary to make this kind of idea work on screen .",neg
"For all its visual panache and compelling supporting characters , the heart of the film rests in the relationship between Sullivan and his son .",pos
"The problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",pos
Whether Jason X is this bad on purpose is never clear .,neg
It 's hard to imagine that even very small children will be impressed by this tired retread .,neg
An intoxicating experience .,pos
"A sensitive , cultivated treatment of Greene 's work as well as a remarkably faithful one .",pos
This Tuxedo ... should have been sent back to the tailor for some major alterations .,neg
"This is a gorgeous film - vivid with color , music and life .",pos
"Even if you 've seen `` Stomp '' -LRB- the stage show -RRB- , you still have to see this !",pos
"It tends to remind one of a really solid Woody Allen film , with its excellent use of New York locales and sharp writing",pos
A compelling film .,pos
The film has a terrific look and Salma Hayek has a feel for the character at all stages of her life .,pos
The movie is virtually without context -- journalistic or historical .,neg
Piccoli gives a superb performance full of deep feeling .,pos
"Beautifully crafted and brutally honest , Promises offers an unexpected window into the complexities of the Middle East struggle and into the humanity of its people .",pos
"A so-so , made-for-TV something posing as a real movie .",neg
"Call me a cold-hearted curmudgeon for not being able to enjoy a mindless action movie , but I believe a movie can be mindless without being the peak of all things insipid .",neg
"The film is moody , oozing , chilling and heart-warming all at once ... a twisting , unpredictable , cat-and-mouse thriller .",pos
His work with actors is particularly impressive .,pos
The most offensive thing about the movie is that Hollywood expects people to pay to see it .,neg
Very well written and directed with brutal honesty and respect for its audience .,pos
"In other words , it 's badder than bad .",neg
An exhilarating experience .,pos
If you 're a fan of the series you 'll love it and probably want to see it twice .,pos
"An enthralling , entertaining feature .",pos
Ong 's promising debut is a warm and well-told tale of one recent Chinese immigrant 's experiences in New York City .,pos
", The Sum of All Fears is simply a well-made and satisfying thriller .",pos
"They were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they 'd earn .",neg
It 's Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .,pos
"This charming , thought-provoking New York fest of life and love has its rewards .",pos
"The performances are immaculate , with Roussillon providing comic relief .",pos
"As a girl-meets-girl romantic comedy , Kissing Jessica Steinis quirky , charming and often hilarious .",pos
... fuses the events of her life with the imagery in her paintings so vividly that the artist 's work may take on a striking new significance for anyone who sees the film .,pos
Australian filmmaker David Flatman uses the huge-screen format to make an old-fashioned nature film that educates viewers with words and pictures while entertaining them .,pos
It 's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .,pos
Vulgar is too optimistic a title .,neg
Not at all clear what it 's trying to say and even if it were -- I doubt it would be all that interesting .,neg
"A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .",pos
Ozpetek 's effort has the scope and shape of an especially well-executed television movie .,pos
"A shimmeringly lovely coming-of-age portrait , shot in artful , watery tones of blue , green and brown .",pos
"Still rapturous after all these years , Cinema Paradiso stands as one of the great films about movie love .",pos
"Hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the U.S. -- a major director is emerging in world cinema .",pos
"An amusing and unexpectedly insightful examination of sexual jealousy , resentment and the fine line between passion and pretence .",pos
"With jump cuts , fast editing and lots of pyrotechnics , Yu clearly hopes to camouflage how bad his movie is .",neg
Intelligent and moving .,pos
"I have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short .",neg
"To paraphrase a line from another Dickens ' novel , Nicholas Nickleby is too much like a fragment of an underdone potato .",neg
"Seagal , who looks more like Danny Aiello these days , mumbles his way through the movie .",neg
Sweet and memorable film .,pos
"-LRB- Fiji diver Rusi Vulakoro and the married couple Howard and Michelle Hall -RRB- show us the world they love and make us love it , too .",pos
Turturro is fabulously funny and over the top as a ` very sneaky ' butler who excels in the art of impossible disappearing\/reappearing acts,pos
"Vividly conveys the passion , creativity , and fearlessness of one of Mexico 's most colorful and controversial artists -- a captivating drama that will speak to the nonconformist in us all .",pos
It 's a road-trip drama with too many wrong turns .,neg
It 's a funny little movie with clever dialogue and likeable characters .,pos
A weird and wonderful comedy .,pos
"Its gentle , touching story creeps into your heart .",pos
-LRB- A -RRB- rather thinly-conceived movie .,neg
Read My Lips is to be viewed and treasured for its extraordinary intelligence and originality as well as its lyrical variations on the game of love .,pos
"The movie is so contrived , nonsensical and formulaic that , come to think of it , the day-old shelf would be a more appropriate location to store it .",neg
"A pretty funny movie , with most of the humor coming , as before , from the incongruous but chemically perfect teaming of Crystal and De Niro .",pos
Leigh is one of the rare directors who feels acting is the heart and soul of cinema .,pos
... a hokey piece of nonsense that tries too hard to be emotional .,neg
"Aside from the fact that the film idiotically uses the website feardotcom.com or the improperly hammy performance from poor Stephen Rea , the film gets added disdain for the fact that it is nearly impossible to look at or understand .",neg
Sewer rats could watch this movie and be so skeeved out that they 'd need a shower .,neg
Bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness .,pos
"an admirable , sometimes exceptional film",pos
Schnitzler does a fine job contrasting the sleekness of the film 's present with the playful paranoia of the film 's past . ',pos
"Much like its easily dismissive take on the upscale lifestyle , there is n't much there here .",neg
"A powerful , chilling , and affecting study of one man 's dying fall .",pos
"One of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .",pos
"Feels at times like a giant commercial for Universal Studios , where much of the action takes place .",neg
"Swimming is above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings , it succeeds .",pos
But it 's hard to imagine a more generic effort in the genre .,neg
"Entirely suspenseful , extremely well-paced and ultimately ... dare I say , entertaining !",pos
"Given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors ' workshop that it is .",neg
"In other words , about as bad a film you 're likely to see all year .",neg
Daring and beautifully made .,pos
Kinnear and Dafoe give what may be the performances of their careers .,pos
Wilco is a phenomenal band with such an engrossing story that will capture the minds and hearts of many .,pos
A movie in which two not very absorbing characters are engaged in a romance you ca n't wait to see end .,neg
Director Charles Stone III applies more detail to the film 's music than to the story line ; what 's best about Drumline is its energy .,pos
Poetry in motion captured on film .,pos
"A fine , rousing , G-rated family film , aimed mainly at little kids but with plenty of entertainment value to keep grown-ups from squirming in their seats .",pos
"Alas , getting there is not even half the interest .",neg
It 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .,pos
New ways of describing badness need to be invented to describe exactly how bad it is .,neg
"Elegant and eloquent -LRB- meditation -RRB- on death and that most elusive of passions , love .",pos
"Kids will love its fantasy and adventure , and grownups should appreciate its whimsical humor .",pos
"Time is a beautiful film to watch , an interesting and at times captivating take on loss and loneliness .",pos
"Mr. Caine and Mr. Fraser are the whole show here , with their memorable and resourceful performances .",pos
Miyazaki is one of world cinema 's most wondrously gifted artists and storytellers .,pos
The pacing is often way off and there are too many bona fide groaners among too few laughs .,neg
"We ca n't accuse Kung Pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie .",neg
A film that begins with the everyday lives of naval personnel in San Diego and ends with scenes so true and heartbreaking that tears welled up in my eyes both times I saw the film .,pos
"Yes , I have given this movie a rating of zero .",neg
"Lan Yu is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery .",pos
Promises is one film that 's truly deserving of its Oscar nomination .,pos
The film sparkles with the the wisdom and humor of its subjects .,pos
The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths .,pos
"In fact , it does n't even seem like she tried .",neg
The wanton slipperiness of \* Corpus and its amiable jerking and reshaping of physical time and space would make it a great piece to watch with kids and use to introduce video as art .,pos
"It 's sweet , funny , charming , and completely delightful .",pos
Allen 's funniest and most likeable movie in years .,pos
A surprisingly funny movie .,pos
Renner carries much of the film with a creepy and dead-on performance .,pos
"Given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube .",neg
What we get in FearDotCom is more like something from a bad Clive Barker movie .,neg
Enriched by a strong and unforced supporting cast .,pos
classic cinema served up with heart and humor,pos
It 's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair .,pos
One of the most exciting action films to come out of China in recent years .,pos
Both a successful adaptation and an enjoyable film in its own right .,pos
"... plenty of warmth to go around , with music and laughter and the love of family .",pos
Enticing and often funny documentary .,pos
"The characters are so generic and the plot so bland that even as rogue CIA assassins working for Chris Cooper 's agency boss close in on the resourceful amnesiac , we do n't feel much for Damon\/Bourne or his predicament .",neg
"If I could have looked into my future and saw how bad this movie was , I would go back and choose to skip it .",neg
"The story 's scope and pageantry are mesmerizing , and Mr. Day-Lewis roars with leonine power .",pos
"One of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes of tenderness , loss , discontent , and yearning .",pos
"Sillier , cuter , and shorter than the first -LRB- as best I remember -RRB- , but still a very good time at the cinema .",pos
"300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",pos
"Like the best of Godard 's movies ... it is visually ravishing , penetrating , impenetrable .",pos
"A comedy that is warm , inviting , and surprising .",pos
A visual spectacle full of stunning images and effects .,pos
So devoid of pleasure or sensuality that it can not even be dubbed hedonistic .,neg
Astonishingly skillful and moving ... it could become a historically significant work as well as a masterfully made one .,pos
"More intimate than spectacular , E.T. is carried less by wow factors than by its funny , moving yarn that holds up well after two decades .",pos
There 's no disguising this as one of the worst films of the summer .,neg
"It has fun with the quirks of family life , but it also treats the subject with fondness and respect .",pos
"Beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour .",pos
"Graphic sex may be what 's attracting audiences to Unfaithful , but gripping performances by Lane and Gere are what will keep them awake .",pos
This movie is about the worst thing Chan has done in the United States .,neg
It 's a great American adventure and a wonderful film to bring to IMAX .,pos
The acting is n't much better .,neg
"When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .",pos
A delicious and delicately funny look at the residents of a Copenhagen neighborhood coping with the befuddling complications life tosses at them .,pos
"... the first 2\/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices -LRB- cool visual backmasking -RRB- , a solid cast , and some wickedly sick and twisted humor ...",pos
I have not been this disappointed by a movie in a long time .,neg
"Should n't have been allowed to use the word `` new '' in its title , because there 's not an original character , siuation or joke in the entire movie .",neg
Jones has delivered a solidly entertaining and moving family drama .,pos
What 's hard to understand is why anybody picked it up .,neg
"As it is , it 's too long and unfocused .",neg
A moving and not infrequently breathtaking film .,pos
"The most brilliant and brutal UK crime film since Jack Carter went back to Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood .",pos
A bad movie that happened to good actors .,neg
"My Big Fat Greek Wedding is not only the best date movie of the year , it 's also a -- dare I say it twice -- delightfully charming -- and totally American , I might add -- slice of comedic bliss .",pos
